# Optimal flow and avg speed dependent on time 
 # Aggressives: 150 
0.10 	 0.0000 	 0.4398 
0.20 	 0.0000 	 0.4395 
0.30 	 0.0000 	 0.4394 
0.40 	 0.0000 	 0.4403 
0.50 	 0.0000 	 0.4410 
0.60 	 2.7778 	 0.4385 
0.70 	 2.7778 	 0.4383 
0.80 	 2.7778 	 0.4380 
0.90 	 0.0000 	 0.4380 
1.00 	 0.0000 	 0.4387 
1.10 	 0.0000 	 0.4385 
1.20 	 0.0000 	 0.4385 
1.30 	 0.0000 	 0.4396 
1.40 	 0.0000 	 0.4394 
1.50 	 0.0000 	 0.4393 
1.60 	 0.0000 	 0.4401 
1.70 	 0.0000 	 0.4417 
1.80 	 0.0000 	 0.4422 
1.90 	 0.0000 	 0.4423 
2.00 	 0.0000 	 0.4431 
2.10 	 0.0000 	 0.4438 
2.20 	 2.7778 	 0.4444 
2.30 	 2.7778 	 0.4447 
2.40 	 0.0000 	 0.4457 
2.50 	 0.0000 	 0.4460 
2.60 	 0.0000 	 0.4463 
2.70 	 0.0000 	 0.4468 
2.80 	 0.0000 	 0.4482 
2.90 	 0.0000 	 0.4488 
3.00 	 0.0000 	 0.4499 
3.10 	 0.0000 	 0.4507 
3.20 	 2.7778 	 0.4522 
3.30 	 0.0000 	 0.4532 
3.40 	 0.0000 	 0.4548 
3.50 	 0.0000 	 0.4550 
3.60 	 0.0000 	 0.4558 
3.70 	 0.0000 	 0.4571 
3.80 	 2.7778 	 0.4584 
3.90 	 2.7778 	 0.4593 
4.00 	 0.0000 	 0.4605 
4.10 	 0.0000 	 0.4614 
4.20 	 0.0000 	 0.4626 
4.30 	 0.0000 	 0.4640 
4.40 	 0.0000 	 0.4647 
4.50 	 0.0000 	 0.4654 
4.60 	 0.0000 	 0.4678 
4.70 	 0.0000 	 0.4682 
4.80 	 0.0000 	 0.4691 
4.90 	 0.0000 	 0.4707 
5.00 	 0.0000 	 0.4714 
5.10 	 0.0000 	 0.4723 
5.20 	 0.0000 	 0.4738 
5.30 	 0.0000 	 0.4750 
5.40 	 2.7778 	 0.4760 
5.50 	 2.7778 	 0.4773 
5.60 	 0.0000 	 0.4784 
5.70 	 0.0000 	 0.4793 
5.80 	 0.0000 	 0.4799 
5.90 	 0.0000 	 0.4806 
6.00 	 0.0000 	 0.4814 
6.10 	 0.0000 	 0.4822 
6.20 	 0.0000 	 0.4833 
6.30 	 0.0000 	 0.4841 
6.40 	 0.0000 	 0.4848 
6.50 	 0.0000 	 0.4855 
6.60 	 0.0000 	 0.4860 
6.70 	 0.0000 	 0.4870 
6.80 	 0.0000 	 0.4874 
6.90 	 2.7778 	 0.4877 
7.00 	 0.0000 	 0.4892 
7.10 	 2.7778 	 0.4903 
7.20 	 0.0000 	 0.4909 
7.30 	 0.0000 	 0.4918 
7.40 	 0.0000 	 0.4926 
7.50 	 0.0000 	 0.4933 
7.60 	 0.0000 	 0.4936 
7.70 	 0.0000 	 0.4948 
7.80 	 0.0000 	 0.4956 
7.90 	 0.0000 	 0.4968 
8.00 	 0.0000 	 0.4972 
8.10 	 0.0000 	 0.4982 
8.20 	 0.0000 	 0.4986 
8.30 	 0.0000 	 0.4994 
8.40 	 0.0000 	 0.4995 
8.50 	 2.7778 	 0.5005 
8.60 	 2.7778 	 0.5020 
8.70 	 0.0000 	 0.5031 
8.80 	 0.0000 	 0.5045 
8.90 	 0.0000 	 0.5054 
9.00 	 2.7778 	 0.5070 
9.10 	 0.0000 	 0.5083 
9.20 	 0.0000 	 0.5091 
9.30 	 0.0000 	 0.5108 
9.40 	 0.0000 	 0.5116 
9.50 	 0.0000 	 0.5127 
9.60 	 0.0000 	 0.5135 
9.70 	 0.0000 	 0.5148 
9.80 	 0.0000 	 0.5155 
